"Qualifying Name","Name of Area","FIPS","Nation","Metropolitan Statistical Area","County/County Subdivision","Total Population 2017","Median Family Income (5-year ACS)","Low Income Limits (Up to 80% of Local Area Median Income) for One Person Families","Low Income Limits (Up to 80% of Local Area Median Income) for Two Person Families","Low Income Limits (Up to 80% of Local Area Median Income) for Three Person Families","Low Income Limits (Up to 80% of Local Area Median Income) for Four Person Families","Low Income Limits (Up to 80% of Local Area Median Income) for Five Person Families","Low Income Limits (Up to 80% of Local Area Median Income) for Six Person Families","Low Income Limits (Up to 80% of Local Area Median Income) for Seven Person Families","Low Income Limits (Up to 80% of Local Area Median Income) for Eight Person Families","Very Low Income Limits (Up to 50% of Local Area Median Income) for One Person Families","Very Low Income Limits (Up to 50% of Local Area Median Income) for Two Person Families","Very Low Income Limits (Up to 50% of Local Area Median Income) for Three Person Families","Very Low Income Limits (Up to 50% of Local Area Median Income) for Four Person Families","Very Low Income Limits (Up to 50% of Local Area Median Income) for Five Person Families","Very Low Income Limits (Up to 50% of Local Area Median Income) for Six Person Families","Very Low Income Limits (Up to 50% of Local Area Median Income) for Seven Person Families","Very Low Income Limits (Up to 50% of Local Area Median Income) for Eight Person Families","Extremely Low Income Limits (Up to 30% of Local Area Median Income) for One Person Families","Extremely Low Income Limits (Up to 30% of Local Area Median Income) for Two Person Families","Extremely Low Income Limits (Up to 30% of Local Area Median Income) for Three Person Families","Extremely Low Income Limits (Up to 30% of Local Area Median Income) for Four Person Families","Extremely Low Income Limits (Up to 30% of Local Area Median Income) for Five Person Families","Extremely Low Income Limits (Up to 30% of Local Area Median Income) for Six Person Families","Extremely Low Income Limits (Up to 30% of Local Area Median Income) for Seven Person Families","Extremely Low Income Limits (Up to 30% of Local Area Median Income) for Eight Person Families","Fair Market Rent for Efficiency","Fair Market Rent for One Bedroom","Fair Market Rent for Two Bedrooms","Fair Market Rent for Three Bedrooms","Fair Market Rent for Four Bedrooms","FY 2020 Fair Market Rent (Two-Bedrooms)","FY 2019 Fair Market Rent (Two-Bedrooms)","Fair Market Rent (Two-Bedrooms) Percent Change between 2019 and 2020","Fair Market Rent (Two-Bedrooms) Dollar Change between 2019 and 2020"
Geo_QNAME,Geo_NAME,Geo_FIPS,Geo_NATION,Geo_MSA,Geo_CCS,SE_T001_001,SE_T002_001,SE_T003_001,SE_T003_002,SE_T003_003,SE_T003_004,SE_T003_005,SE_T003_006,SE_T003_007,SE_T003_008,SE_T004_001,SE_T004_002,SE_T004_003,SE_T004_004,SE_T004_005,SE_T004_006,SE_T004_007,SE_T004_008,SE_T005_001,SE_T005_002,SE_T005_003,SE_T005_004,SE_T005_005,SE_T005_006,SE_T005_007,SE_T005_008,SE_T006_001,SE_T006_002,SE_T006_003,SE_T006_004,SE_T006_005,SE_T007_001,SE_T007_002,SE_T008_001,SE_T008_002
"Young County, Texas","Young County","4850399999","00",,"50399999",18165,61600,34550,39450,44400,49300,53250,57200,61150,65100,21600,24650,27750,30800,33300,35750,38200,40700,12950,17240,21720,26200,30680,35160,38200,40700,529,542,714,956,1074,714,700,2,14
"Zapata County, Texas","Zapata County","4850599999","00",,"50599999",14415,42200,33000,37700,42400,47100,50900,54650,58450,62200,20650,23600,26550,29450,31850,34200,36550,38900,12760,17240,21720,26200,30680,34200,36550,38900,529,627,714,1030,1074,714,700,2,14
"Zavala County, Texas","Zavala County","4850799999","00",,"50799999",12150,34000,33000,37700,42400,47100,50900,54650,58450,62200,20650,23600,26550,29450,31850,34200,36550,38900,12760,17240,21720,26200,30680,34200,36550,38900,529,627,714,890,1074,714,700,2,14
"Beaver County, Utah","Beaver County","4900199999","00",,"00199999",6415,67000,41550,47450,53400,59300,64050,68800,73550,78300,25950,29650,33350,37050,40050,43000,45950,48950,15600,17800,21720,26200,30680,35160,39640,44120,503,558,714,959,1203,714,699,2.14592,15
"Box Elder County, Utah","Box Elder County","4900399999","00",,"00399999",52180,69200,41550,47450,53400,59300,64050,68800,73550,78300,25950,29650,33350,37050,40050,43000,45950,48950,15600,17800,21720,26200,30680,35160,39640,44120,527,604,796,1089,1273,796,720,10.5555556,76
"Cache County, Utah","Cache County","4900599999","00",,"00599999",120290,71000,41550,47450,53400,59300,64050,68800,73550,78300,25950,29650,33350,37050,40050,43000,45950,48950,15600,17800,21720,26200,30680,35160,39640,44120,467,567,716,1032,1257,716,700,2.28571,16
"Carbon County, Utah","Carbon County","4900799999","00",,"00799999",20510,63700,41550,47450,53400,59300,64050,68800,73550,78300,25950,29650,33350,37050,40050,43000,45950,48950,15600,17800,21720,26200,30680,35160,39640,44120,500,556,714,1005,1254,714,699,2.14592,15
"Daggett County, Utah","Daggett County","4900999999","00",,"00999999",700,88600,48200,55050,61950,68800,74350,79850,85350,90850,30100,34400,38700,43000,46450,49900,53350,56800,18100,20650,23250,26200,30680,35160,39640,44120,553,613,784,1049,1254,784,776,1.03093,8
"Davis County, Utah","Davis County","4901199999","00",,"01199999",334975,86300,48350,55250,62150,69050,74600,80100,85650,91150,30250,34550,38850,43150,46650,50100,53550,57000,18150,20750,23350,26200,30680,35160,39640,44120,673,802,1024,1438,1697,1024,910,12.5274725,114
"Duchesne County, Utah","Duchesne County","4901399999","00",,"01399999",20260,73700,41550,47450,53400,59300,64050,68800,73550,78300,25950,29650,33350,37050,40050,43000,45950,48950,15600,17800,21720,26200,30680,35160,39640,44120,587,664,832,1128,1400,832,816,1.96078,16
"Emery County, Utah","Emery County","4901599999","00",,"01599999",10410,69100,41550,47450,53400,59300,64050,68800,73550,78300,25950,29650,33350,37050,40050,43000,45950,48950,15600,17800,21720,26200,30680,35160,39640,44120,503,627,714,890,967,714,699,2.14592,15
"Garfield County, Utah","Garfield County","4901799999","00",,"01799999",5020,67300,41550,47450,53400,59300,64050,68800,73550,78300,25950,29650,33350,37050,40050,43000,45950,48950,15600,17800,21720,26200,30680,35160,39640,44120,503,558,714,1030,1068,714,699,2.14592,15
"Grand County, Utah","Grand County","4901999999","00",,"01999999",9545,62600,41550,47450,53400,59300,64050,68800,73550,78300,25950,29650,33350,37050,40050,43000,45950,48950,15600,17800,21720,26200,30680,35160,39640,44120,554,615,786,1134,1257,786,826,-4.8426,-40
"Iron County, Utah","Iron County","4902199999","00",,"02199999",48505,59700,41550,47450,53400,59300,64050,68800,73550,78300,25950,29650,33350,37050,40050,43000,45950,48950,15600,17800,21720,26200,30680,35160,39640,44120,465,617,714,1030,1216,714,699,2.14592,15
"Juab County, Utah","Juab County","4902399999","00",,"02399999",10695,80400,45050,51450,57900,64300,69450,74600,79750,84900,28150,32200,36200,40200,43450,46650,49850,53100,16900,19300,21720,26200,30680,35160,39640,44120,723,814,926,1336,1626,926,862,7.424594,64
"Kane County, Utah","Kane County","4902599999","00",,"02599999",7245,73700,41550,47450,53400,59300,64050,68800,73550,78300,25950,29650,33350,37050,40050,43000,45950,48950,15600,17800,21720,26200,30680,35160,39640,44120,553,613,784,1049,1254,784,809,-3.0902,-25
"Millard County, Utah","Millard County","4902799999","00",,"02799999",12650,68700,41550,47450,53400,59300,64050,68800,73550,78300,25950,29650,33350,37050,40050,43000,45950,48950,15600,17800,21720,26200,30680,35160,39640,44120,503,582,714,938,1254,714,699,2.14592,15
"Morgan County, Utah","Morgan County","4902999999","00",,"02999999",11015,86300,48350,55250,62150,69050,74600,80100,85650,91150,30250,34550,38850,43150,46650,50100,53550,57000,18150,20750,23350,26200,30680,35160,39640,44120,673,802,1024,1438,1697,1024,910,12.5274725,114
"Piute County, Utah","Piute County","4903199999","00",,"03199999",1860,54600,41550,47450,53400,59300,64050,68800,73550,78300,25950,29650,33350,37050,40050,43000,45950,48950,15600,17800,21720,26200,30680,35160,39640,44120,503,558,714,1030,1142,714,765,-6.6666667,-51
"Rich County, Utah","Rich County","4903399999","00",,"03399999",2305,67300,41550,47450,53400,59300,64050,68800,73550,78300,25950,29650,33350,37050,40050,43000,45950,48950,15600,17800,21720,26200,30680,35160,39640,44120,553,613,784,1049,1254,784,776,1.03093,8
"Salt Lake County, Utah","Salt Lake County","4903599999","00",,"03599999",1106700,87900,49250,56250,63300,70300,75950,81550,87200,92800,30800,35200,39600,43950,47500,51000,54500,58050,18450,21100,23750,26350,30680,35160,39640,44120,790,964,1176,1649,1870,1176,1075,9.3953488,101
"San Juan County, Utah","San Juan County","4903799999","00",,"03799999",15195,53900,41550,47450,53400,59300,64050,68800,73550,78300,25950,29650,33350,37050,40050,43000,45950,48950,15600,17800,21720,26200,30680,35160,39640,44120,503,627,714,904,1043,714,699,2.14592,15
"Sanpete County, Utah","Sanpete County","4903999999","00",,"03999999",28890,62200,41550,47450,53400,59300,64050,68800,73550,78300,25950,29650,33350,37050,40050,43000,45950,48950,15600,17800,21720,26200,30680,35160,39640,44120,516,556,732,912,1052,732,699,4.72103,33
"Sevier County, Utah","Sevier County","4904199999","00",,"04199999",20960,62900,41550,47450,53400,59300,64050,68800,73550,78300,25950,29650,33350,37050,40050,43000,45950,48950,15600,17800,21720,26200,30680,35160,39640,44120,503,579,714,987,1108,714,699,2.14592,15
"Summit County, Utah","Summit County","4904399999","00",,"04399999",39730,113900,54950,62800,70650,78500,84800,91100,97350,103650,39900,45600,51300,56950,61550,66100,70650,75200,23950,27350,30750,34150,36900,39650,42350,45100,818,981,1256,1565,2205,1256,1183,6.17075,73
"Tooele County, Utah","Tooele County","4904599999","00",,"04599999",63355,80800,44800,51200,57600,64000,69150,74250,79400,84500,28000,32000,36000,40000,43200,46400,49600,52800,16800,19200,21720,26200,30680,35160,39640,44120,684,792,952,1373,1671,952,887,7.3280722,65
"Uintah County, Utah","Uintah County","4904799999","00",,"04799999",36345,78500,44000,50250,56550,62800,67850,72850,77900,82900,27500,31400,35350,39250,42400,45550,48700,51850,16500,18850,21720,26200,30680,35160,39640,44120,611,741,938,1240,1420,938,916,2.40175,22
"Utah County, Utah","Utah County","4904999999","00",,"04999999",576495,80400,45050,51450,57900,64300,69450,74600,79750,84900,28150,32200,36200,40200,43450,46650,49850,53100,16900,19300,21720,26200,30680,35160,39640,44120,723,814,926,1336,1626,926,862,7.424594,64
"Wasatch County, Utah","Wasatch County","4905199999","00",,"05199999",29305,88400,49500,56600,63650,70700,76400,82050,87700,93350,30950,35400,39800,44200,47750,51300,54850,58350,18550,21200,23850,26500,30680,35160,39640,44120,776,835,1100,1455,1904,1100,1033,6.4859632,67
"Washington County, Utah","Washington County","4905399999","00",,"05399999",155575,70700,41550,47450,53400,59300,64050,68800,73550,78300,25950,29650,33350,37050,40050,43000,45950,48950,15600,17800,21720,26200,30680,35160,39640,44120,711,757,959,1383,1684,959,916,4.69432,43
"Wayne County, Utah","Wayne County","4905599999","00",,"05599999",2700,62700,41550,47450,53400,59300,64050,68800,73550,78300,25950,29650,33350,37050,40050,43000,45950,48950,15600,17800,21720,26200,30680,35160,39640,44120,503,627,714,890,1142,714,699,2.14592,15
"Weber County, Utah","Weber County","4905799999","00",,"05799999",244100,86300,48350,55250,62150,69050,74600,80100,85650,91150,30250,34550,38850,43150,46650,50100,53550,57000,18150,20750,23350,26200,30680,35160,39640,44120,673,802,1024,1438,1697,1024,910,12.5274725,114
"Addison town, Vermont","Addison town","5000100325","00",,"00100325",1500,80700,45200,51650,58100,64550,69750,74900,80050,85250,28250,32300,36350,40350,43600,46850,50050,53300,16950,19400,21800,26200,30680,35160,39640,44120,718,876,1061,1325,1515,1061,1006,5.4672,55
"Bridport town, Vermont","Bridport town","5000108575","00",,"00108575",1225,80700,45200,51650,58100,64550,69750,74900,80050,85250,28250,32300,36350,40350,43600,46850,50050,53300,16950,19400,21800,26200,30680,35160,39640,44120,718,876,1061,1325,1515,1061,1006,5.4672,55
"Bristol town, Vermont","Bristol town","5000109025","00",,"00109025",3900,80700,45200,51650,58100,64550,69750,74900,80050,85250,28250,32300,36350,40350,43600,46850,50050,53300,16950,19400,21800,26200,30680,35160,39640,44120,718,876,1061,1325,1515,1061,1006,5.4672,55
"Cornwall town, Vermont","Cornwall town","5000116000","00",,"00116000",1045,80700,45200,51650,58100,64550,69750,74900,80050,85250,28250,32300,36350,40350,43600,46850,50050,53300,16950,19400,21800,26200,30680,35160,39640,44120,718,876,1061,1325,1515,1061,1006,5.4672,55
"Ferrisburgh town, Vermont","Ferrisburgh town","5000126300","00",,"00126300",2750,80700,45200,51650,58100,64550,69750,74900,80050,85250,28250,32300,36350,40350,43600,46850,50050,53300,16950,19400,21800,26200,30680,35160,39640,44120,718,876,1061,1325,1515,1061,1006,5.4672,55
"Goshen town, Vermont","Goshen town","5000128600","00",,"00128600",130,80700,45200,51650,58100,64550,69750,74900,80050,85250,28250,32300,36350,40350,43600,46850,50050,53300,16950,19400,21800,26200,30680,35160,39640,44120,718,876,1061,1325,1515,1061,1006,5.4672,55
"Granville town, Vermont","Granville town","5000129575","00",,"00129575",335,80700,45200,51650,58100,64550,69750,74900,80050,85250,28250,32300,36350,40350,43600,46850,50050,53300,16950,19400,21800,26200,30680,35160,39640,44120,718,876,1061,1325,1515,1061,1006,5.4672,55
"Hancock town, Vermont","Hancock town","5000131525","00",,"00131525",300,80700,45200,51650,58100,64550,69750,74900,80050,85250,28250,32300,36350,40350,43600,46850,50050,53300,16950,19400,21800,26200,30680,35160,39640,44120,718,876,1061,1325,1515,1061,1006,5.4672,55
"Leicester town, Vermont","Leicester town","5000139325","00",,"00139325",1165,80700,45200,51650,58100,64550,69750,74900,80050,85250,28250,32300,36350,40350,43600,46850,50050,53300,16950,19400,21800,26200,30680,35160,39640,44120,718,876,1061,1325,1515,1061,1006,5.4672,55
"Lincoln town, Vermont","Lincoln town","5000140075","00",,"00140075",1340,80700,45200,51650,58100,64550,69750,74900,80050,85250,28250,32300,36350,40350,43600,46850,50050,53300,16950,19400,21800,26200,30680,35160,39640,44120,718,876,1061,1325,1515,1061,1006,5.4672,55
"Middlebury town, Vermont","Middlebury town","5000144350","00",,"00144350",8540,80700,45200,51650,58100,64550,69750,74900,80050,85250,28250,32300,36350,40350,43600,46850,50050,53300,16950,19400,21800,26200,30680,35160,39640,44120,718,876,1061,1325,1515,1061,1006,5.4672,55
"Monkton town, Vermont","Monkton town","5000145550","00",,"00145550",1950,80700,45200,51650,58100,64550,69750,74900,80050,85250,28250,32300,36350,40350,43600,46850,50050,53300,16950,19400,21800,26200,30680,35160,39640,44120,718,876,1061,1325,1515,1061,1006,5.4672,55
"New Haven town, Vermont","New Haven town","5000148700","00",,"00148700",1690,80700,45200,51650,58100,64550,69750,74900,80050,85250,28250,32300,36350,40350,43600,46850,50050,53300,16950,19400,21800,26200,30680,35160,39640,44120,718,876,1061,1325,1515,1061,1006,5.4672,55
"Orwell town, Vermont","Orwell town","5000153725","00",,"00153725",1345,80700,45200,51650,58100,64550,69750,74900,80050,85250,28250,32300,36350,40350,43600,46850,50050,53300,16950,19400,21800,26200,30680,35160,39640,44120,718,876,1061,1325,1515,1061,1006,5.4672,55
"Panton town, Vermont","Panton town","5000153950","00",,"00153950",580,80700,45200,51650,58100,64550,69750,74900,80050,85250,28250,32300,36350,40350,43600,46850,50050,53300,16950,19400,21800,26200,30680,35160,39640,44120,718,876,1061,1325,1515,1061,1006,5.4672,55
"Ripton town, Vermont","Ripton town","5000159650","00",,"00159650",610,80700,45200,51650,58100,64550,69750,74900,80050,85250,28250,32300,36350,40350,43600,46850,50050,53300,16950,19400,21800,26200,30680,35160,39640,44120,718,876,1061,1325,1515,1061,1006,5.4672,55
"Salisbury town, Vermont","Salisbury town","5000162575","00",,"00162575",1085,80700,45200,51650,58100,64550,69750,74900,80050,85250,28250,32300,36350,40350,43600,46850,50050,53300,16950,19400,21800,26200,30680,35160,39640,44120,718,876,1061,1325,1515,1061,1006,5.4672,55
"Shoreham town, Vermont","Shoreham town","5000165050","00",,"00165050",1220,80700,45200,51650,58100,64550,69750,74900,80050,85250,28250,32300,36350,40350,43600,46850,50050,53300,16950,19400,21800,26200,30680,35160,39640,44120,718,876,1061,1325,1515,1061,1006,5.4672,55
"Starksboro town, Vermont","Starksboro town","5000170075","00",,"00170075",1830,80700,45200,51650,58100,64550,69750,74900,80050,85250,28250,32300,36350,40350,43600,46850,50050,53300,16950,19400,21800,26200,30680,35160,39640,44120,718,876,1061,1325,1515,1061,1006,5.4672,55
"Vergennes city, Vermont","Vergennes city","5000174650","00",,"00174650",2605,80700,45200,51650,58100,64550,69750,74900,80050,85250,28250,32300,36350,40350,43600,46850,50050,53300,16950,19400,21800,26200,30680,35160,39640,44120,718,876,1061,1325,1515,1061,1006,5.4672,55
"Waltham town, Vermont","Waltham town","5000176075","00",,"00176075",425,80700,45200,51650,58100,64550,69750,74900,80050,85250,28250,32300,36350,40350,43600,46850,50050,53300,16950,19400,21800,26200,30680,35160,39640,44120,718,876,1061,1325,1515,1061,1006,5.4672,55
"Weybridge town, Vermont","Weybridge town","5000183275","00",,"00183275",885,80700,45200,51650,58100,64550,69750,74900,80050,85250,28250,32300,36350,40350,43600,46850,50050,53300,16950,19400,21800,26200,30680,35160,39640,44120,718,876,1061,1325,1515,1061,1006,5.4672,55
"Whiting town, Vermont","Whiting town","5000183800","00",,"00183800",370,80700,45200,51650,58100,64550,69750,74900,80050,85250,28250,32300,36350,40350,43600,46850,50050,53300,16950,19400,21800,26200,30680,35160,39640,44120,718,876,1061,1325,1515,1061,1006,5.4672,55
"Arlington town, Vermont","Arlington town","5000301450","00",,"00301450",2545,69900,41800,47800,53750,59700,64500,69300,74050,78850,26150,29850,33600,37300,40300,43300,46300,49250,15700,17950,21720,26200,30680,35160,39640,44120,753,821,935,1262,1267,935,912,2.52193,23
"Bennington town, Vermont","Bennington town","5000304825","00",,"00304825",15240,69900,41800,47800,53750,59700,64500,69300,74050,78850,26150,29850,33600,37300,40300,43300,46300,49250,15700,17950,21720,26200,30680,35160,39640,44120,753,821,935,1262,1267,935,912,2.52193,23
"Dorset town, Vermont","Dorset town","5000317725","00",,"00317725",2080,69900,41800,47800,53750,59700,64500,69300,74050,78850,26150,29850,33600,37300,40300,43300,46300,49250,15700,17950,21720,26200,30680,35160,39640,44120,753,821,935,1262,1267,935,912,2.52193,23
"Glastenbury town, Vermont","Glastenbury town","5000327962","00",,"00327962",4,69900,41800,47800,53750,59700,64500,69300,74050,78850,26150,29850,33600,37300,40300,43300,46300,49250,15700,17950,21720,26200,30680,35160,39640,44120,753,821,935,1262,1267,935,912,2.52193,23
"Landgrove town, Vermont","Landgrove town","5000339025","00",,"00339025",110,69900,41800,47800,53750,59700,64500,69300,74050,78850,26150,29850,33600,37300,40300,43300,46300,49250,15700,17950,21720,26200,30680,35160,39640,44120,753,821,935,1262,1267,935,912,2.52193,23
"Manchester town, Vermont","Manchester town","5000342850","00",,"00342850",4285,69900,41800,47800,53750,59700,64500,69300,74050,78850,26150,29850,33600,37300,40300,43300,46300,49250,15700,17950,21720,26200,30680,35160,39640,44120,753,821,935,1262,1267,935,912,2.52193,23
"Peru town, Vermont","Peru town","5000355000","00",,"00355000",330,69900,41800,47800,53750,59700,64500,69300,74050,78850,26150,29850,33600,37300,40300,43300,46300,49250,15700,17950,21720,26200,30680,35160,39640,44120,753,821,935,1262,1267,935,912,2.52193,23
"Pownal town, Vermont","Pownal town","5000357025","00",,"00357025",3450,69900,41800,47800,53750,59700,64500,69300,74050,78850,26150,29850,33600,37300,40300,43300,46300,49250,15700,17950,21720,26200,30680,35160,39640,44120,753,821,935,1262,1267,935,912,2.52193,23
"Readsboro town, Vermont","Readsboro town","5000358600","00",,"00358600",725,69900,41800,47800,53750,59700,64500,69300,74050,78850,26150,29850,33600,37300,40300,43300,46300,49250,15700,17950,21720,26200,30680,35160,39640,44120,753,821,935,1262,1267,935,912,2.52193,23
"Rupert town, Vermont","Rupert town","5000361000","00",,"00361000",645,69900,41800,47800,53750,59700,64500,69300,74050,78850,26150,29850,33600,37300,40300,43300,46300,49250,15700,17950,21720,26200,30680,35160,39640,44120,753,821,935,1262,1267,935,912,2.52193,23
"Sandgate town, Vermont","Sandgate town","5000362875","00",,"00362875",375,69900,41800,47800,53750,59700,64500,69300,74050,78850,26150,29850,33600,37300,40300,43300,46300,49250,15700,17950,21720,26200,30680,35160,39640,44120,753,821,935,1262,1267,935,912,2.52193,23
"Searsburg town, Vermont","Searsburg town","5000363175","00",,"00363175",105,69900,41800,47800,53750,59700,64500,69300,74050,78850,26150,29850,33600,37300,40300,43300,46300,49250,15700,17950,21720,26200,30680,35160,39640,44120,753,821,935,1262,1267,935,912,2.52193,23
"Shaftsbury town, Vermont","Shaftsbury town","5000363550","00",,"00363550",3485,69900,41800,47800,53750,59700,64500,69300,74050,78850,26150,29850,33600,37300,40300,43300,46300,49250,15700,17950,21720,26200,30680,35160,39640,44120,753,821,935,1262,1267,935,912,2.52193,23
"Stamford town, Vermont","Stamford town","5000369775","00",,"00369775",865,69900,41800,47800,53750,59700,64500,69300,74050,78850,26150,29850,33600,37300,40300,43300,46300,49250,15700,17950,21720,26200,30680,35160,39640,44120,753,821,935,1262,1267,935,912,2.52193,23
"Sunderland town, Vermont","Sunderland town","5000371425","00",,"00371425",900,69900,41800,47800,53750,59700,64500,69300,74050,78850,26150,29850,33600,37300,40300,43300,46300,49250,15700,17950,21720,26200,30680,35160,39640,44120,753,821,935,1262,1267,935,912,2.52193,23
"Winhall town, Vermont","Winhall town","5000385075","00",,"00385075",590,69900,41800,47800,53750,59700,64500,69300,74050,78850,26150,29850,33600,37300,40300,43300,46300,49250,15700,17950,21720,26200,30680,35160,39640,44120,753,821,935,1262,1267,935,912,2.52193,23
"Woodford town, Vermont","Woodford town","5000385675","00",,"00385675",320,69900,41800,47800,53750,59700,64500,69300,74050,78850,26150,29850,33600,37300,40300,43300,46300,49250,15700,17950,21720,26200,30680,35160,39640,44120,753,821,935,1262,1267,935,912,2.52193,23
"Barnet town, Vermont","Barnet town","5000502875","00",,"00502875",1645,66600,41800,47800,53750,59700,64500,69300,74050,78850,26150,29850,33600,37300,40300,43300,46300,49250,15700,17950,21720,26200,30680,35160,39640,44120,724,762,876,1092,1288,876,882,-0.68027,-6
"Burke town, Vermont","Burke town","5000510450","00",,"00510450",1450,66600,41800,47800,53750,59700,64500,69300,74050,78850,26150,29850,33600,37300,40300,43300,46300,49250,15700,17950,21720,26200,30680,35160,39640,44120,724,762,876,1092,1288,876,882,-0.68027,-6
